"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"AMAURY ALBERTO MONTES SALCEDO",1651,37.42,"PARTIDO LIBERAL COLOMBIANO","ALTOS DEL ROSARIO","Bolívar","05006"
"FLAVIA MILLER GAMBOA",83,1.88,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","ALTOS DEL ROSARIO","Bolívar","05006"
"JOSE LUIS PACHECO ESCRIVA",2159,54.9,"PARTIDO OPCIÓN CIUDADANA","ARENAL","Bolívar","05005"
"HECTOR RODELO ZAYAS",1540,39.16,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","ARENAL","Bolívar","05005"
"NAUNNINI PEÑA PEREZ",210,5.34,"PARTIDO CONSERVADOR COLOMBIANO","ARENAL","Bolívar","05005"
"WILMAR HERNANDEZ JAIMES",2,0.05,"PARTIDO ALIANZA VERDE","ARENAL","Bolívar","05005"
"ESTHER MARIA JALILIE GARCIA",15775,52.11,"PARTIDO CAMBIO RADICAL","ARJONA","Bolívar","05007"
"RODRIGO ENRIQUE GUARDO REYES",9142,30.19,"PARTIDO LIBERAL COLOMBIANO","ARJONA","Bolívar","05007"
"YURAIMA MARGOTH MADERO PADILLA",1540,5.08,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ARJONA","Bolívar","05007"
"LILIANA BEATRIZ REYES DELGADO",1294,4.27,"PARTIDO ALIANZA VERDE","ARJONA","Bolívar","05007"
"ISAIAS RAFAEL SIMANCAS CASTRO",1164,3.84,"PARTIDO CONSERVADOR COLOMBIANO","ARJONA","Bolívar","05007"
"ORLANDO VILLADIEGO ARROYO",571,1.88,"PARTIDO OPCIÓN CIUDADANA","ARJONA","Bolívar","05007"
"CARLOS PATERNINA OROZCO",2754,56.41,"PARTIDO DE LA U","ARROYO HONDO","Bolívar","05009"
"EMIRO MANUEL GARCIA CASSIANI",2114,43.3,"PARTIDO LIBERAL COLOMBIANO","ARROYO HONDO","Bolívar","05009"
"ULDARICO TOLOZA TUNDENO",4209,54.81,"PARTIDO CAMBIO RADICAL","BARRANCO DE LOBA","Bolívar","05010"
"ARMANDO RAFAEL ARMESTO ARDILA",3315,43.16,"PARTIDO DE LA U","BARRANCO DE LOBA","Bolívar","05010"
"HENRIQUE BALLESTEROS PEINADO",103,1.34,"PARTIDO OPCIÓN CIUDADANA","BARRANCO DE LOBA","Bolívar","05010"
"EUGENIO ALEMAN PADILLA",40,0.52,"PARTIDO ALIANZA VERDE","BARRANCO DE LOBA","Bolívar","05010"
"YESID JASSIR VERGARA",5098,44.77,"PARTIDO CAMBIO RADICAL","CALAMAR","Bolívar","05013"
"PIEDAD CONSTANCIA CASTELLAR OSPINO",3621,31.8,"PARTIDO DE LA U","CALAMAR","Bolívar","05013"
"LESTER CONCEPCION ROMERO MERCADO",2347,20.61,"PARTIDO LIBERAL COLOMBIANO","CALAMAR","Bolívar","05013"
"MARIO LUIS GUZMAN CABARCAS",165,1.44,"PARTIDO CENTRO DEMOCRÁTICO","CALAMAR","Bolívar","05013"
"SARA MERCEDES VILLALBA MOLINARES",51,0.44,"PARTIDO CONSERVADOR COLOMBIANO","CALAMAR","Bolívar","05013"
"LISETH CONSUELO REALES VEGA",5,0.04,"PARTIDO ALIANZA VERDE","CALAMAR","Bolívar","05013"
"HERLIDES ARANGO ESPALZA",1991,47.12,"PARTIDO LIBERAL COLOMBIANO","CANTAGALLO","Bolívar","05014"
"NORBEY TORRES RICO",1575,37.27,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","CANTAGALLO","Bolívar","05014"
"EDGAR ARAQUE SUAREZ",542,12.82,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CANTAGALLO","Bolívar","05014"
"YUSNERIS CUELLAR PEREZ",76,1.79,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","CANTAGALLO","Bolívar","05014"
"JOHN JAIRO RESTREPO DOMINGUEZ",5,0.11,"PARTIDO ALIANZA VERDE","CANTAGALLO","Bolívar","05014"
"REINALDIS GIL ALEMAN",4,0.09,"PARTIDO DE LA U","CANTAGALLO","Bolívar","05014"
"JESUS ANTONIO VANEGAS HERNANDEZ",3,0.07,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CANTAGALLO","Bolívar","05014"
"LUIS JABITH CASTILLA ACOSTA",0,0,"PARTIDO OPCIÓN CIUDADANA","CANTAGALLO","Bolívar","05014"
"MANUEL VICENTE DE JESUS DUQUE VASQUEZ",126552,37.27,"PRIMERO LA GENTE","CARTAGENA","Bolívar","05001"
"ANTONIO QUINTO GUERRA VARELA",100082,29.48,"PARTIDO CONSERVADOR COLOMBIANO","CARTAGENA","Bolívar","05001"
"ANDRES FERNANDO BETANCOUR GONZALEZ",48879,14.39,"CARTAGENA CONFIRMA","CARTAGENA","Bolívar","05001"
"GINA DEL ROSARIO BENEDETTI DE VELEZ",21969,6.47,"PARTIDO CENTRO DEMOCRÁTICO","CARTAGENA","Bolívar","05001"
"REINALDO RAFAEL MANJARREZ MUÑOZ",4326,1.27,"PARTIDO UNIÓN PATRIÓTICA","CARTAGENA","Bolívar","05001"
"FABIO YEZID CASTELLANOS HERRERA",3891,1.14,"PARTIDO ALIANZA VERDE","CARTAGENA","Bolívar","05001"
"COMITE PROMOTOR VOTO EN BLANCO",3732,1.09,"PARTIDO POLO DEMOCRATICO ALTERNATIVO","CARTAGENA","Bolívar","05001"
"ROSARIO MAGDALENA ROMERO IBARRA",1977,0.58,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","CARTAGENA","Bolívar","05001"
"ALBERTO VILORIA FAJARDO",3258,48.55,"PARTIDO LIBERAL COLOMBIANO","CICUCO","Bolívar","05015"
"WILBER ANAYA SORACA",2541,37.86,"PARTIDO CAMBIO RADICAL","CICUCO","Bolívar","05015"
"VLADIMIR STALIN GRANADOS HURTADO",871,12.98,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","CICUCO","Bolívar","05015"
"MARLENE MARTINEZ JIMENEZ",1,0.01,"PARTIDO CENTRO DEMOCRÁTICO","CICUCO","Bolívar","05015"
"MIGUEL GUILLERMO GRAU SALCEDO",3118,44.15,"UNIDOS SEGUIMOS AVANZANDO","CLEMENCIA","Bolívar","05018"
"JAIME CONEO CASTRO",2108,29.85,"PARTIDO LIBERAL COLOMBIANO","CLEMENCIA","Bolívar","05018"
"YAMIL DONALDO CONEO TAFUR",913,12.93,"PARTIDO CONSERVADOR COLOMBIANO","CLEMENCIA","Bolívar","05018"
"JOSE FERLEY CONEO BALLESTEROS",370,5.24,"PARTIDO OPCIÓN CIUDADANA","CLEMENCIA","Bolívar","05018"
"JOSE DEL CARMEN OSPINO HERNANDEZ",271,3.83,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","CLEMENCIA","Bolívar","05018"
"ALFONSO AYOLA LLANOS",104,1.47,"PARTIDO ALIANZA VERDE","CLEMENCIA","Bolívar","05018"
"GERARDO MAY PADILLA",81,1.14,"PARTIDO CENTRO DEMOCRÁTICO","CLEMENCIA","Bolívar","05018"
"LUCIO EMILIANO MANFIOLI RIVERA",9,0.12,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","CLEMENCIA","Bolívar","05018"
"KARINA PAOLA BECERRA BAÑOS",5459,54.85,"PARTIDO CAMBIO RADICAL","CORDOBA","Bolívar","05016"
"DAIBER ENRIQUE BANDA RIVERA",4463,44.84,"PARTIDO DE LA U","CORDOBA","Bolívar","05016"
"RAFAEL GALLO PAREDES",10126,30.82,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","EL CARMEN DE BOLIVAR","Bolívar","05022"
"OMAR ENRIQUE FRIERI LEIVA",9730,29.62,"PARTIDO CONSERVADOR COLOMBIANO","EL CARMEN DE BOLIVAR","Bolívar","05022"
"CARLOS EDUARDO TORRES COHEN",9468,28.82,"PARTIDO DE LA U","EL CARMEN DE BOLIVAR","Bolívar","05022"
"ELIECER DAVID MARTINEZ ORTEGA",1554,4.73,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL CARMEN DE BOLIVAR","Bolívar","05022"
"RAMON ALFONSO TORRES SERRA",1134,3.45,"PARTIDO CENTRO DEMOCRÁTICO","EL CARMEN DE BOLIVAR","Bolívar","05022"
"BLANCA VICTORIA SABAGH GARCIA",113,0.34,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","EL CARMEN DE BOLIVAR","Bolívar","05022"
"EFRAIN CABARCAS CABARCAS",100,0.3,"PARTIDO CAMBIO RADICAL","EL CARMEN DE BOLIVAR","Bolívar","05022"
"BLAS AMARANTE TORRES MARTINEZ",80,0.24,"PARTIDO OPCIÓN CIUDADANA","EL CARMEN DE BOLIVAR","Bolívar","05022"
"LUZ MARIA MERCADO VILLALBA",3058,53.5,"PARTIDO LIBERAL COLOMBIANO","EL GUAMO","Bolívar","05025"
"ANTONIO JAVIER GUZMAN NARVAEZ",2651,46.38,"COALICIÓN PROGRAMÁTICA Y POL. ENTRE EL PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","EL GUAMO","Bolívar","05025"
"ARLING ARIAS GARCIA",2068,52.93,"PARTIDO CONSERVADOR COLOMBIANO","EL PEÑON","Bolívar","05027"
"JACOB ANGULO CENTENO",1817,46.5,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL PEÑON","Bolívar","05027"
"FRANCISCO DE PAULA VASQUEZ CAMPO",5,0.12,"PARTIDO DE LA U","EL PEÑON","Bolívar","05027"
"JULIO SALVADOR MEJIA VARGAS",4,0.1,"PARTIDO CENTRO DEMOCRÁTICO","EL PEÑON","Bolívar","05027"
"MARYOLIS ISABIN GONZALEZ AMARIS",3571,52.99,"PARTIDO CAMBIO RADICAL","HATILLO DE LOBA","Bolívar","05026"
"ROBINSO FERNANDEZ ASTORGA",3046,45.2,"PARTIDO DE LA U","HATILLO DE LOBA","Bolívar","05026"
"ARISTIDES BELEÑO ARGEL",114,1.69,"PARTIDO CENTRO DEMOCRÁTICO","HATILLO DE LOBA","Bolívar","05026"
"PEDRO MANUEL ALI ALI",28013,48.26,"PARTIDO CAMBIO RADICAL","MAGANGUE","Bolívar","05028"
"ALFREDO BERNARDO POSADA VIANA",23473,40.44,"COAL. PROGRAMÁTICA Y POLÍTICA ALIANZA SOCIAL INDEPENDIENTE - PARTIDO DE LA U","MAGANGUE","Bolívar","05028"
"UBALDO ENRIQUE MEZA RICARDO",4530,7.8,"PARTIDO ALIANZA VERDE","MAGANGUE","Bolívar","05028"
"LUZ STELA SIERRA DONADO",1245,2.14,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","MAGANGUE","Bolívar","05028"
"VICTOR AUGUSTO GUERRA OLASCOAGA",5239,42.94,"PARTIDO CAMBIO RADICAL","MAHATES","Bolívar","05031"
"WALDY ELIAS SELUAN MARTELO",3962,32.48,"PARTIDO LIBERAL COLOMBIANO","MAHATES","Bolívar","05031"
"YOBANIS TEJEDOR CASSIANI",1684,13.8,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MAHATES","Bolívar","05031"
"UFRAN ALBERTO AGAMEZ HERRERA",1082,8.87,"PARTIDO DE LA U","MAHATES","Bolívar","05031"
"SAULO GIL RAMIREZ FERNANDEZ",87,0.71,"PARTIDO OPCIÓN CIUDADANA","MAHATES","Bolívar","05031"
"GUILLERMO AGAMEZ PIÑA",26,0.21,"PARTIDO CENTRO DEMOCRÁTICO","MAHATES","Bolívar","05031"
"GERMAN MONTES PEDROZO",2703,49.21,"PARTIDO LIBERAL COLOMBIANO","MARGARITA","Bolívar","05037"
"EDEN MENDEZ AVENDAÑO",1681,30.6,"PARTIDO OPCIÓN CIUDADANA","MARGARITA","Bolívar","05037"
"MARIA FRANCISCA MOSCOTE DIAZ",1085,19.75,"PARTIDO DE LA U","MARGARITA","Bolívar","05037"
"YUNIS FELIZZOLA PEDROZO",3,0.05,"PARTIDO CONSERVADOR COLOMBIANO","MARGARITA","Bolívar","05037"
"BERNARDINO GUTIERREZ RANGEL",3,0.05,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MARGARITA","Bolívar","05037"
"CARLOS ANTONIO CORONEL MERA",7863,38.19,"PARTIDO DE LA U","MARIA LA BAJA","Bolívar","05040"
"MARIA DE JESUS BLANCO JIMENEZ",7713,37.46,"PARTIDO OPCIÓN CIUDADANA","MARIA LA BAJA","Bolívar","05040"
"RUBEN HERNANDO AGUIRRE GOMEZ",3964,19.25,"PARTIDO CAMBIO RADICAL","MARIA LA BAJA","Bolívar","05040"
"VICTOR RAFAEL OSPINO JULIO",666,3.23,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","MARIA LA BAJA","Bolívar","05040"
"RONAL ENRIQUE OLAVE TRESPALACIOS",116,0.56,"PARTIDO LIBERAL COLOMBIANO","MARIA LA BAJA","Bolívar","05040"
"FERNANDO ALONSO JARAMILLO VELEZ",38,0.18,"PARTIDO CENTRO DEMOCRÁTICO","MARIA LA BAJA","Bolívar","05040"
"NUBIA ISABEL QUEVEDO ANGEL",8968,41.78,"PARTIDO DE LA U","MOMPOS","Bolívar","05043"
"GUILLERMO ARTURO SANTOS ANAYA",8070,37.6,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MOMPOS","Bolívar","05043"
"YIRIS DAVID BAYTER GIL",3738,17.41,"PARTIDO LIBERAL COLOMBIANO","MOMPOS","Bolívar","05043"
"MARINA DEL CARMEN NIETO GUTIERREZ",143,0.66,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MOMPOS","Bolívar","05043"
"ALFONSO MARSIGLIA OROZCO",132,0.61,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","MOMPOS","Bolívar","05043"
"INES MARIA ARIAS DE ACUÑA",77,0.35,"PARTIDO CAMBIO RADICAL","MOMPOS","Bolívar","05043"
"JESUS GILBERTO GARCIA CAMARGO",52,0.24,"PARTIDO CENTRO DEMOCRÁTICO","MOMPOS","Bolívar","05043"
"FELIX ELIAS PABA RUBIO",26,0.12,"PARTIDO ALIANZA VERDE","MOMPOS","Bolívar","05043"
"BEDUTH ENRRIQUE SALGADO MACIAS",2663,54.67,"PARTIDO LIBERAL COLOMBIANO","MONTECRISTO","Bolívar","05041"
"OSCAR VERGARA FUERTES",1791,36.76,"PARTIDO CAMBIO RADICAL","MONTECRISTO","Bolívar","05041"
"MARTA INES CARO PATIÑO",366,7.51,"PARTIDO DE LA U","MONTECRISTO","Bolívar","05041"
"RICARDO JAVIER LOPEZ PALOMINO",7,0.14,"PARTIDO CONSERVADOR COLOMBIANO","MONTECRISTO","Bolívar","05041"
"BLADIMIR JIMENEZ CARDENAS",7,0.14,"PARTIDO CENTRO DEMOCRÁTICO","MONTECRISTO","Bolívar","05041"
"ELIECER ANTONIO ESTRADA PADILLA",6,0.12,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MONTECRISTO","Bolívar","05041"
"ALVEIRO CABRERA CASTELLAR",2,0.04,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MONTECRISTO","Bolívar","05041"
"RODOLFO DIAZ DIAZ",3757,48.57,"PARTIDO LIBERAL COLOMBIANO","MORALES","Bolívar","05044"
"NEGUIB ANTONIO ESLAIT BARRIOS",3502,45.27,"PARTIDO CAMBIO RADICAL","MORALES","Bolívar","05044"
"WILFRE DE LA ROSA QUINTERO",207,2.67,"PARTIDO CONSERVADOR COLOMBIANO","MORALES","Bolívar","05044"
"JAILTON ARIZA CAMACHO",1769,72.05,"PARTIDO DE LA U","NOROSI","Bolívar","05050"
"GARIBALDY DE JESUS ARTEAGA GOMEZ",668,27.2,"PARTIDO OPCIÓN CIUDADANA","NOROSI","Bolívar","05050"
"LEONARDO CAMPUZANO GOMEZ",5,0.2,"PARTIDO CONSERVADOR COLOMBIANO","NOROSI","Bolívar","05050"
"MARCOS ANTONIO PEREZ CHAVEZ",5809,59.16,"PARTIDO LIBERAL COLOMBIANO","PINILLOS","Bolívar","05059"
"JORGE ARMANDO SANTANDER GIL",3987,40.6,"PARTIDO DE LA U","PINILLOS","Bolívar","05059"
"JADIMIR GUTIERREZ FRANCO",1852,54.39,"PARTIDO OPCIÓN CIUDADANA","REGIDOR","Bolívar","05063"
"EZEQUIEL ANTONIO RUEDA FLOREZ",1549,45.49,"PARTIDO LIBERAL COLOMBIANO","REGIDOR","Bolívar","05063"
"JULIO CESAR FLOREZ ROJAS",1,0.02,"PARTIDO CAMBIO RADICAL","REGIDOR","Bolívar","05063"
"ALEXANDER CASTILLA GALVAN",0,0,"PARTIDO CONSERVADOR COLOMBIANO","REGIDOR","Bolívar","05063"
"ONEL JIMENEZ PIMIENTA",2082,50.38,"PARTIDO LIBERAL COLOMBIANO","RIOVIEJO","Bolívar","05065"
"FERMIN VASQUEZ ACUÑA",1904,46.07,"PARTIDO DE LA U","RIOVIEJO","Bolívar","05065"
"MARTHA HELENA POVEDA CARRASQUILLA",107,2.58,"PARTIDO CENTRO DEMOCRÁTICO","RIOVIEJO","Bolívar","05065"
"FLOR VALERIO GOMEZ",27,0.65,"PARTIDO ALIANZA VERDE","RIOVIEJO","Bolívar","05065"
"GERMAN ZAPATA LOPEZ",2852,59.61,"PARTIDO DE LA U","SAN CRISTOBAL","Bolívar","05072"
"ATILIO RAFAEL CASTILLA JULIO",1307,27.32,"PARTIDO OPCIÓN CIUDADANA","SAN CRISTOBAL","Bolívar","05072"
"CARLOS MANUEL JULIO MORALES",599,12.52,"PARTIDO CAMBIO RADICAL","SAN CRISTOBAL","Bolívar","05072"
"JANETH VEGA CAICEDO",5765,60.29,"PARTIDO DE LA U","SAN ESTANISLAO","Bolívar","05070"
"OSCAR LUIS GONZALEZ PRENS",3728,38.98,"PARTIDO LIBERAL COLOMBIANO","SAN ESTANISLAO","Bolívar","05070"
"FELIPE TURIZO LOBO",2792,53.03,"PARTIDO OPCIÓN CIUDADANA","SAN FERNANDO","Bolívar","05073"
"JORGE LUIS YEPES MORALES",2442,46.39,"PARTIDO DE LA U","SAN FERNANDO","Bolívar","05073"
"MANUEL COVILLA MORALES",9,0.17,"PARTIDO LIBERAL COLOMBIANO","SAN FERNANDO","Bolívar","05073"
"OSWALDO GARRIDO JIMENEZ",7,0.13,"PARTIDO CONSERVADOR COLOMBIANO","SAN FERNANDO","Bolívar","05073"
"URBANO MOLINA JIMENEZ",3,0.05,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","SAN FERNANDO","Bolívar","05073"
"ABRAHAM ANTONIO KAMELL YASPE",5942,40.38,"PARTIDO LIBERAL COLOMBIANO","SAN JACINTO","Bolívar","05076"
"ROBERT ALEXANDER GUERRERO ANILLO",4744,32.24,"PARTIDO CONSERVADOR COLOMBIANO","SAN JACINTO","Bolívar","05076"
"JOAQUIN ISMAEL GUETE HERRERA",3621,24.6,"PARTIDO CAMBIO RADICAL","SAN JACINTO","Bolívar","05076"
"NESTOR CARLOS GARCIA ARRIETA",147,0.99,"PARTIDO CENTRO DEMOCRÁTICO","SAN JACINTO","Bolívar","05076"
"FRANCISCO RAFAEL CHARRY RODELO",35,0.23,"PARTIDO DE LA U","SAN JACINTO","Bolívar","05076"
"LEONARDO JOSE LORA PORRAS",28,0.19,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","SAN JACINTO","Bolívar","05076"
"JORGE LUIS GUZMAN GARCIA",14,0.09,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN JACINTO","Bolívar","05076"
"ENRIQUE CARLOS FRANCO CONTRERAS",2427,51.74,"PARTIDO DE LA U","SAN JACINTO DEL CAUCA","Bolívar","05078"
"IBRAIL JOSE BARRAGAN CARCAMO",2175,46.37,"PARTIDO LIBERAL COLOMBIANO","SAN JACINTO DEL CAUCA","Bolívar","05078"
"CARLOS ARTURO PALACIOS SIERRA",67,1.42,"PARTIDO CENTRO DEMOCRÁTICO","SAN JACINTO DEL CAUCA","Bolívar","05078"
"JAIRO MANUEL BELTRAN OLIVEROS",0,0,"PARTIDO ALIANZA VERDE","SAN JACINTO DEL CAUCA","Bolívar","05078"
"BENITO JOSE ACOSTA VERGARA",9114,46.59,"PARTIDO CAMBIO RADICAL","SAN JUAN NEPOMUCENO","Bolívar","05079"
"EDGARDO DE JESUS SARABIA BARRIOS",7803,39.89,"PARTIDO LIBERAL COLOMBIANO","SAN JUAN NEPOMUCENO","Bolívar","05079"
"MAYERLIS ANGARITA ROBLES",1544,7.89,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","SAN JUAN NEPOMUCENO","Bolívar","05079"
"HUMBERTO JOSE GUZMAN STAVE",808,4.13,"PARTIDO CENTRO DEMOCRÁTICO","SAN JUAN NEPOMUCENO","Bolívar","05079"
"GABRIEL EDUARDO SANCHEZ GOMEZ",88,0.44,"PARTIDO DE LA U","SAN JUAN NEPOMUCENO","Bolívar","05079"
"GUIDO JOSE FIGUEROA MARTINEZ",13,0.06,"PARTIDO OPCIÓN CIUDADANA","SAN JUAN NEPOMUCENO","Bolívar","05079"
"ADALBERTO JESUS MENCO NAVARRO",3671,52.19,"PARTIDO DE LA U","SAN MARTIN DE LOBA","Bolívar","05082"
"FIRUS ARTURO AISLANT GIL",3291,46.79,"PARTIDO CAMBIO RADICAL","SAN MARTIN DE LOBA","Bolívar","05082"
"ALVARO ENRIQUE MIER ROJAS",28,0.39,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","SAN MARTIN DE LOBA","Bolívar","05082"
"JUAN DE JESUS RUBIANO CAMARGO",14,0.19,"PARTIDO LIBERAL COLOMBIANO","SAN MARTIN DE LOBA","Bolívar","05082"
"MANUEL JOSE RUDAS RUDAS",4085,36.78,"PARTIDO DE LA U","SAN PABLO","Bolívar","05084"
"JAIR ACEVEDO CAVADIA",2891,26.03,"PARTIDO CAMBIO RADICAL","SAN PABLO","Bolívar","05084"
"ARTEMIO MEJIA ZULUAGA",2730,24.58,"PARTIDO LIBERAL COLOMBIANO","SAN PABLO","Bolívar","05084"
"DAVID ENRIQUE OSPINO TRESPALACIOS",637,5.73,"PARTIDO ALIANZA VERDE","SAN PABLO","Bolívar","05084"
"FERNANDO VILLA SIERRA",604,5.43,"PARTIDO CONSERVADOR COLOMBIANO","SAN PABLO","Bolívar","05084"
"JORGE ANTONIO NAVARRO SIERRA",77,0.69,"PARTIDO CENTRO DEMOCRÁTICO","SAN PABLO","Bolívar","05084"
"NELIDA AYALA AVELLANEDA",11,0.09,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN PABLO","Bolívar","05084"
"SALOMON CASTRO CANTILLO",2483,41.7,"PARTIDO CAMBIO RADICAL","SANTA CATALINA","Bolívar","05091"
"ESPERANZA RAMIREZ VARELA",2297,38.57,"PARTIDO DE LA U","SANTA CATALINA","Bolívar","05091"
"MANUEL POLO SIMANCA",997,16.74,"PARTIDO OPCIÓN CIUDADANA","SANTA CATALINA","Bolívar","05091"
"CARLOS ARTURO TOVAR MORALES",104,1.74,"PARTIDO ALIANZA VERDE","SANTA CATALINA","Bolívar","05091"
"JAIRO ORTIZ CERVANTES",17,0.28,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","SANTA CATALINA","Bolívar","05091"
"JOSE LUIS ALTAMAR RODRIGUEZ",4766,54.66,"PARTIDO LIBERAL COLOMBIANO","SANTA ROSA","Bolívar","05094"
"CARMELO ELIAS GUZMAN FUENTE",3754,43.05,"PARTIDO DE LA U","SANTA ROSA","Bolívar","05094"
"CARMEN LUCIA DIAZ BOHORQUEZ",137,1.57,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","SANTA ROSA","Bolívar","05094"
"ALFONSO HERRERA URBINA",1,0.01,"PARTIDO ALIANZA VERDE","SANTA ROSA","Bolívar","05094"
"DELMAR AUGUSTO BURGOS URIBE",4703,36.81,"PARTIDO DE LA U","SANTA ROSA DEL SUR","Bolívar","05095"
"HECTOR HERNEY OLAYA SANTAMARIA",3624,28.37,"PARTIDO LIBERAL COLOMBIANO","SANTA ROSA DEL SUR","Bolívar","05095"
"JOSE MELECIO CENDALES MORENO",3404,26.64,"PARTIDO CENTRO DEMOCRÁTICO","SANTA ROSA DEL SUR","Bolívar","05095"
"FABIO ORLANDO MENDOZA BARRETO",949,7.42,"PARTIDO CONSERVADOR COLOMBIANO","SANTA ROSA DEL SUR","Bolívar","05095"
"JESUS ALBERTO RAMIREZ CARDONA",4374,56.69,"PARTIDO CAMBIO RADICAL","SIMITI","Bolívar","05097"
"ALBERTO JULIO PEREZ NIZ",3227,41.82,"PARTIDO CONSERVADOR COLOMBIANO","SIMITI","Bolívar","05097"
"EDGAR IGLESIAS TORRES",73,0.94,"PARTIDO DE LA U","SIMITI","Bolívar","05097"
"WILLINGTON RAFAEL ROMERO ZAMORA",3766,60.62,"PARTIDO CONSERVADOR COLOMBIANO","SOPLAVIENTO","Bolívar","05106"
"NALCY ESTHER AMOR NARVAEZ",1638,26.36,"PARTIDO DE LA U","SOPLAVIENTO","Bolívar","05106"
"WILSON EDUARDO SARMIENTO SARMIENTO",732,11.78,"PARTIDO CAMBIO RADICAL","SOPLAVIENTO","Bolívar","05106"
"GERARDO DE JESUS ARIAS ZULUAGA",3919,56.68,"PARTIDO CONSERVADOR COLOMBIANO","TALAIGUA NUEVO","Bolívar","05110"
"ANGELICA LEONOR CARPIO QUINTANA",2924,42.29,"PARTIDO LIBERAL COLOMBIANO","TALAIGUA NUEVO","Bolívar","05110"
"MAIRA ALEJANDRA OSPINO QUEVEDO",21,0.3,"PARTIDO DE LA U","TALAIGUA NUEVO","Bolívar","05110"
"ERYS QUEVEDO MANCERA",4,0.05,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","TALAIGUA NUEVO","Bolívar","05110"
"FERNANDO ANTONIO CARMONA PEREZ",4315,52.38,"PARTIDO DE LA U","TIQUISIO (PTO. RICO)","Bolívar","05113"
"JOSE ALFREDO JIMENEZ CASTILLO",3831,46.5,"PARTIDO CENTRO DEMOCRÁTICO","TIQUISIO (PTO. RICO)","Bolívar","05113"
"JUAN JOSE SACCO ARROYO",32,0.38,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","TIQUISIO (PTO. RICO)","Bolívar","05113"
"JUAN CARLOS FLOREZ FONSECA",18,0.21,"PARTIDO LIBERAL COLOMBIANO","TIQUISIO (PTO. RICO)","Bolívar","05113"
"GABRIEL ERNESTO ROJAS MADERA",3,0.03,"PARTIDO ALIANZA VERDE","TIQUISIO (PTO. RICO)","Bolívar","05113"
"ANTONIO VICTOR ALCALA PUELLO",11312,32.14,"PARTIDO CAMBIO RADICAL","TURBACO","Bolívar","05118"
"JUAN DE LOS REYES GONZALEZ MUÑOZ",9941,28.25,"PARTIDO LIBERAL COLOMBIANO","TURBACO","Bolívar","05118"
"BERTHA ELENA DEL RIO LOMBANA",6599,18.75,"PARTIDO DE LA U","TURBACO","Bolívar","05118"
"PEDRO ROMERO RINCON",3594,10.21,"PARTIDO CENTRO DEMOCRÁTICO","TURBACO","Bolívar","05118"
"LAURIANO ALCALA PAREDES",2019,5.73,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","TURBACO","Bolívar","05118"
"SENEN CANTILLO PATERNINA",5303,53.24,"PARTIDO LIBERAL - CAMBIO RADICAL","TURBANA","Bolívar","05121"
"ANA LUCIA JULIO GUERRERO",4488,45.06,"PARTIDO CONSERVADOR COLOMBIANO","TURBANA","Bolívar","05121"
